Building Name,ADDRESS
631 E. GREEN_703 S. WRIGHT_709 S. WRIGHT,703 S. WRIGHT CHAMPAIGN
ASSEMBLY HALL STORAGE BLDG,1800  S. FIRST CHAMPAIGN
DURST BUILDING - 1112 W. UNIVERSITY,1112 W. UNIVERSITY URBANA
"2212 FOX DRIVE, CHAMPAIGN",2212 FOX DRIVE CHAMPAIGN
"1107 S FOURTH, CHAMPAIGN",1107 S FOURTH CHAMPAIGN
"704 S. SIXTH, CHAMPAIGN",704 S. SIXTH CHAMPAIGN
"322 S. GREEN, CHAMPAIGN",322 S. GREEN CHAMPAIGN
"111 E. CHALMERS, CHAMPAIGN",111 E. CHALMERS CHAMPAIGN
"106 E. DANIEL, CHAMPAIGN",106 E. DANIEL CHAMPAIGN
"58 E. JOHN, CHAMPAIGN",58 E. JOHN CHAMPAIGN
"309 E. HEALY, CHAMPAIGN",309 E. HEALY CHAMPAIGN
"2301 FOX DRIVE, CHAMPAIGN",2301 FOX DRIVE CHAMPAIGN
1602 E. UNIVERSITY,1602  E. UNIVERSITY URBANA
709 W. UNIVERSITY,709 W. UNIVERSITY URBANA
510 DEVONSHIRE,510 DEVONSHIRE CHAMPAIGN
GETZ HALL - PHILLIPS TRACT,1735 N 1700 E(COTTONWOOD RD) URBANA
RICHMOND STUDIO,1110 W. MAIN URBANA
"401 E. JOHN, CHAMPAIGN",401  E JOHN CHAMPAIGN
FIRE SUB STATION,1105 W. GREGORY DR. URBANA
F-29 PARKING DECK,"1001 S. DORNER DR., URBANA"
NEWTON HOUSE,NULL CHAMPAIGN
111 E. GREEN STREET,111 E. GREEN STREET CHAMPAIGN
EICHELBERGER FIELD AND PRESS BOX,1201 W. FLORIDA AVE. URBANA
NORTH ANNEX,408  S. THIRD CHAMPAIGN
4110 S. FIRST STREET,4110  S. FIRST STREET CHAMPAIGN
SIEBEL CENTER FOR COMPUTER SCIENCE,201 N. GOODWIN AVENUE URBANA
NAT CENTER FOR SUPERCOMP APPL,1205 W. CLARK ST. URBANA
CARLE FORUM,611 W. PARK URBANA
709 S. WRIGHT,709  S WRIGHT STREET CHAMPAIGN
1008 W. UNIVERSITY,1008  W UNIVERSITY AVENUE URBANA
1206 W. NEVADA,1206 W. NEVADA URBANA
2321 SOUTH FIRST STREET,2321  S. FIRST STREET CHAMPAIGN
2323/2325 SOUTH FIRST STREET,2323  S. FIRST STREET CHAMPAIGN
100 TRADE CENTER,100 TRADE CENTER DRIVE CHAMPAIGN
106 E. DANIEL,106 E DANIEL CHAMPAIGN
200 BLISS DR.,200   BLISS DR. URBANA
201 BLISS DR.,201   BLISS DR. URBANA
202 BLISS DR.,202   BLISS DR. URBANA
203 BLISS DR.,203   BLISS DR. URBANA
204 BLISS DR.,204   BLISS DR. URBANA
205 BLISS DR.,205   BLISS DR. URBANA
206 BLISS DR.,206   BLISS DR. URBANA
207 BLISS DR.,207   BLISS DR. URBANA
208 BLISS DR.,208   BLISS DR. URBANA
209 BLISS DR.,209   BLISS DR. URBANA
210 BLISS DR.,210   BLISS DR. URBANA
211 BLISS DR.,211   BLISS DR. URBANA
300 BLISS DR.,300   BLISS DR. URBANA
301 BLISS DR.,301   BLISS DR. URBANA
302 BLISS DR.,302   BLISS DR. URBANA
303 BLISS DR.,303   BLISS DR. URBANA
304 BLISS DR.,304   BLISS DR. URBANA
305 BLISS DR.,305   BLISS DR. URBANA
306 BLISS DR.,306   BLISS DR. URBANA
307 BLISS DR.,307   BLISS DR. URBANA
1800 CARLE DR.,1800   CARLE DR. URBANA
"1801 CARLE DRIVE, URBANA",1801 CARLE DRIVE URBANA
1802 CARLE DR.,1802   CARLE DR. URBANA
1803 CARLE DR.,1803   CARLE DR. URBANA
1804 CARLE DR.,1804   CARLE DR. URBANA
"1805 CARLE DRIVE, URBANA",1805 CARLE DRIVE URBANA
1806 CARLE DR.,1806   CARLE DR. URBANA
"1807 CARLE DRIVE, URBANA",1807 CARLE DRIVE URBANA
"1809 CARLE DRIVE, URBANA",1809 CARLE DRIVE URBANA
"1811 CARLE DRIVE, URBANA",1811 CARLE DRIVE URBANA
ORCHARD PLACE APARTMENTS,1801-02 ORCHARD URBANA
ORCHARD PLACE APARTMENTS,1803-04 ORCHARD URBANA
ORCHARD PLACE APARTMENTS,1805-06 ORCHARD URBANA
ORCHARD PLACE APARTMENTS,1807-08 ORCHARD URBANA
ORCHARD PLACE APARTMENTS,1809-10-11-12 ORCHARD URBANA
ORCHARD PLACE APARTMENTS,1813-14 ORCHARD URBANA
ORCHARD PLACE APARTMENTS,1815-16-17-18 ORCHARD URBANA
ORCHARD PLACE APARTMENTS,1819-20 ORCHARD URBANA
ORCHARD PLACE APARTMENTS,1821-22-23-24 ORCHARD URBANA
ORCHARD PLACE APARTMENTS,1825-26 ORCHARD URBANA
ORCHARD PLACE APARTMENTS,1827-28 ORCHARD URBANA
ORCHARD PLACE APARTMENTS,1829-30 ORCHARD URBANA
ORCHARD PLACE APARTMENTS,1831-32 ORCHARD URBANA
ORCHARD PLACE APARTMENTS,1833-34 ORCHARD URBANA
ORCHARD PLACE APARTMENTS,1835-36 ORCHARD URBANA
ORCHARD PLACE APARTMENTS,1837-38 ORCHARD URBANA
FAMILY HOUSING OFFICE,1841 ORCHARD URBANA
ORCHARD DOWNS APARTMENTS,1902-04-06 ORCHARD URBANA
ORCHARD DOWNS APARTMENTS,1910-12-14-16 ORCHARD URBANA
ORCHARD DOWNS APARTMENTS,1920-22-24 ORCHARD URBANA
ORCHARD DOWNS APARTMENTS,1930-32-34 ORCHARD URBANA
ORCHARD DOWNS APARTMENTS,1940-42-44 ORCHARD URBANA
ORCHARD DOWNS APARTMENTS,1950-52-54-56 ORCHARD URBANA
ORCHARD DOWNS APARTMENTS,1960-62 ORCHARD URBANA
ORCHARD DOWNS APARTMENTS,1961-63-65 ORCHARD URBANA
ORCHARD DOWNS APARTMENTS,1970-72-76 ORCHARD URBANA
ORCHARD DOWNS APARTMENTS,1971-73-75-77 ORCHARD URBANA
ORCHARD DOWNS APARTMENTS,2001-03-05 ORCHARD URBANA
ORCHARD DOWNS APARTMENTS,2002-04-06 ORCHARD URBANA
ORCHARD DOWNS APARTMENTS,2008-09 HAZELWOOD URBANA
ORCHARD DOWNS APARTMENTS,2010-12-14-16 ORCHARD URBANA
ORCHARD DOWNS APARTMENTS,2011-13-15-17 ORCHARD URBANA
ORCHARD DOWNS APARTMENTS,2020-22-24 ORCHARD URBANA
ORCHARD DOWNS APARTMENTS,2021-23-25 ORCHARD URBANA
ORCHARD DOWNS APARTMENTS,2027-28-29 HAZELWOOD URBANA
ORCHARD DOWNS APARTMENTS,2030-32-34 ORCHARD URBANA
ORCHARD DOWNS APARTMENTS,2031-33-35-37 ORCHARD URBANA
ORCHARD DOWNS APARTMENTS,2038-39 HAZELWOOD URBANA
ORCHARD DOWNS APARTMENTS,2040-42-44 ORCHARD URBANA
ORCHARD DOWNS APARTMENTS,2047-48-49 HAZELWOOD URBANA
ORCHARD DOWNS APARTMENTS,2051-53 ORCHARD URBANA
ORCHARD DOWNS APARTMENTS,2055-57-59 ORCHARD URBANA
ORCHARD DOWNS APARTMENTS,2060-62-64 ORCHARD URBANA
ORCHARD DOWNS APARTMENTS,2061-63-65 ORCHARD URBANA
ORCHARD DOWNS APARTMENTS,2067-68-69 HAZELWOOD URBANA
ORCHARD DOWNS APARTMENTS,2070-72-74 ORCHARD URBANA
ORCHARD DOWNS APARTMENTS,2071-73-75 ORCHARD URBANA
ORCHARD DOWNS APARTMENTS,2077-78-79 HAZELWOOD URBANA
ORCHARD DOWNS APARTMENTS,2080-82-84 ORCHARD URBANA
ORCHARD DOWNS APARTMENTS,2081-83-85-87 ORCHARD URBANA
ORCHARD SOUTH APARTMENTS,2101 HAZELWOOD URBANA
ORCHARD SOUTH APARTMENTS,2102 S. ORCHARD URBANA
ORCHARD SOUTH APARTMENTS,2103 HAZELWOOD URBANA
ORCHARD SOUTH APARTMENTS,2104 S. ORCHARD URBANA
ORCHARD SOUTH APARTMENTS,2105 HAZELWOOD URBANA
ORCHARD SOUTH APARTMENTS,2106 S. ORCHARD URBANA
ORCHARD SOUTH APARTMENTS,2107 HAZELWOOD URBANA
ORCHARD SOUTH APARTMENTS,2108 S. ORCHARD URBANA
ORCHARD SOUTH APARTMENTS,2109 HAZELWOOD URBANA
ORCHARD SOUTH APARTMENTS,2110 S. ORCHARD URBANA
ORCHARD SOUTH APARTMENTS,2111 HAZELWOOD URBANA
AN HUSB HEDDEN HOUSE,7  E. ST. MARY'S RD. CHAMPAIGN
ANIMAL HUSBANDRY HEDDEN BARN,7 W. ST. MARY'S RD. CHAMPAIGN
PIG NURSERY - NORTH,S. FIRST ST. CHAMPAIGN
ANIMAL HUSBANDRY SWN BRN - HEDDEN,1901 S. FIRST ST. CHAMPAIGN
AN HUSB EXPR SWINE FEED SHED,S. FIRST CHAMPAIGN
FARROWING BUILDING - SWINE RES CTR,3502 S. FIRST ST. CHAMPAIGN
SOW FEEDING BUILDING - SWINE RES CTR,3502 S. FIRST ST. CHAMPAIGN
FEED & VITAMIN MIXING BARN,S. FIRST CHAMPAIGN
ANIMAL HUSBANDRY SHEEP MET BLDG,E. ST. MARY'S RD. CHAMPAIGN
INDIVIDUAL FEEDING BARN,E. ST. MARY'S RD. CHAMPAIGN
ANIMAL HUSBANDRY SHEEP BARNS,201 E. ST. MARY'S RD. CHAMPAIGN
FEED MIXING AND SHEEP BARN,E. ST. MARY'S RD. CHAMPAIGN
PIG NURSERY - SOUTH,S. FIRST CHAMPAIGN
SWINE BARN,S. FIRST CHAMPAIGN
FEED STORAGE PLANT,E. ST. MARY'S RD. CHAMPAIGN
CONCRETE BLOCK FEED STORAGE,E. ST. MARY'S RD. CHAMPAIGN
SWINE RESEARCH CENTER STORAGE,S. FIRST ST. CHAMPAIGN
HOG AND CATTLE WEIGHING SHED,E. ST. MARY'S RD. CHAMPAIGN
CALF BARN,E. ST. MARY'S RD. CHAMPAIGN
ANIMAL HUSBANDRY CATTLE FEEDING PLT,E. ST. MARY'S RD. CHAMPAIGN
SCALE HOUSE,E. ST. MARY'S RD. CHAMPAIGN
GARAGE,E. ST. MARY'S RD. CHAMPAIGN
FEED MIXING SHED,E. ST. MARY'S RD. CHAMPAIGN
AGRONOMY SOUTH FARMS LAB,2102 S. WRIGHT URBANA
NURSERY BUILDING-SWINE RES CTR,3502 S. FIRST ST. CHAMPAIGN
CONFINEMENT BEEF UNIT,E. ST. MARY'S RD. CHAMPAIGN
SWINE FINISH. FAC.-SWINE RES,3502  S. FIRST CHAMPAIGN
ANIMAL SCI SHOP & STOR-HORSE FARM,1810 S. FOURTH ST. CHAMPAIGN
POLE FRAME HORSE BARN,E. ST. MARY'S RD. CHAMPAIGN
SHEEP SHELTER,E. ST. MARY'S RD. CHAMPAIGN
ANIMAL SCIENCE K40 FACILITY,501 E. ST. MARY'S RD. CHAMPAIGN
ANIMAL SCI RUMINANT METABOLISM UNIT,E. ST. MARY'S RD. CHAMPAIGN
ANIMAL SCI FARM EQUIPMENT STOR UNIT,601 E. ST. MARY'S RD. CHAMPAIGN
ANIMAL SCI ISOLATION UNIT,E. ST. MARY'S RD. CHAMPAIGN
SWINE PROGENY TEST FACILITY,1811 S. FIRST ST. CHAMPAIGN
EQUINE RESEARCH BARN,517 E. ST. MARY'S RD. CHAMPAIGN
PESTICIDE STORAGE,W. HAZELWOOD DR. URBANA
MACHINERY STORAGE BLDG-AGRON FARM,W. HAZELWOOD DR. URBANA
MACHINERY & EQUIP STOR SHED - AGRON,W. HAZELWOOD DR. URBANA
AGRONOMY DEPARTMENT BARN,W. HAZELWOOD DR. URBANA
IMPLEMENT SHED WEST OF SEEDHOUSE,W. HAZELWOOD DR. URBANA
AGRONOMY SEED HOUSE,2102 S. WRIGHT ST. CHAMPAIGN
AGRONOMY DRYING SHED,W. HAZELWOOD DR. URBANA
SHEET METAL BARN,W. HAZELWOOD DR. URBANA
SHEET METAL BARN - USDA,W. HAZELWOOD DR. URBANA
SHEET METAL BARN - SSSS - AGRONOMY,W. HAZELWOOD DR. URBANA
SHEET METAL BARN - WEED LAB - USDA,W. HAZELWOOD DR. URBANA
SHEET METAL BARN - AGRONOMY,W. HAZELWOOD DR. URBANA
SOIL PHYSICS BUILDING - USDA,1310 W. HAZELWOOD DRL. URBANA
RAIN DROP TOWER BUILDING - AGRONOMY,W. HAZELWOOD DR. URBANA
GRAIN DRYING BUILDING - AGRONOMY,W. HAZELWOOD DR. URBANA
USDA GROWTH CHAMBER BUILDING,W. HAZELWOOD DR. URBANA
MACHINE STORAGE BUILDING,W. HAZELWOOD DR. URBANA
DAIRY EXPERIMENTAL ROUND BARNS,1201 W. ST. MARY'S RD. URBANA
DAIRY EXPERIMENTAL ROUND BARNS,1201 W. ST. MARY'S RD. URBANA
DAIRY EXPERIMENTAL ROUND BARNS,1201 W. ST. MARY'S RD. URBANA
"1101 WEST ST MARY'S ROAD, U",1101 W. ST. MARY'S RD. URBANA
CROP SCIENCE RESEARCH & EDUC. CTR.,2008 S. WRIGHT ST. URBANA
NEW CALF BARN - ROUND BARNS,1201 W. GOODWIN AVE. URBANA
BRICK GARAGE LAB - ROUND BARNS,"1911 S. GOODWIN, AVE. URBANA"
OPEN FRONT CATTLE BARN,"1811 S. FOURTH ST., EXT. CHAMPAIGN"
CALF BARN,1201 W. ST. MARY'S RD. URBANA
RABBIT SHELTER,W. ST. MARY'S RD. URBANA
PLANT PEST DIAGNOSTIC CLINIC,1401 W. ST. MARY'S RD. URBANA
SWINE FINISHING - BLDG A,3502 S. FIRST ST. CHAMPAIGN
SWINE FINISHING - BLDG B,3502 S. FIRST ST. CHAMPAIGN
CAGE LAYER HOUSE,W. ST. MARY'S RD. URBANA
BROODING AND REARING HOUSE,W. ST. MARY'S RD. URBANA
ANIMAL HUSBANDRY POULTRY RES & GAR,1402 W. ST. MARY'S RD. URBANA
ANIMAL HUSBANDRY POULTY BREEDING PLT,W. ST. MARY'S RD. URBANA
DOG METABOLISM UNIT,W. ST. MARY'S RD. URBANA
SHEET METAL POULTRY SHED,W. ST. MARY'S RD. URBANA
ANIMAL HUSBANDRY POULTRY PLANT,W. ST. MARY'S RD. URBANA
ANIMAL HUSBANDRY POULTRY BARN,1301 W. GREGORY DRIVE URBANA
ALUMINUM POULTRY SHED,W. ST. MARY'S RD. URBANA
POULTRY RESEARCH LAYING FACILITY,W. ST. MARY'S RD. URBANA
GARAGE - HORTICULTURE FIELD LAB,S. ORCHARD URBANA
FOOD STOR SHED-HORT FIELD LAB,S. ORCHARD URBANA
CANINE UNIT,W. ST. MARY'S RD. URBANA
GROUNDS STORAGE BARN,2306 S. LINCOLN URBANA
STORAGE BUILDING - PELL FARM,WINDSOR RD. URBANA
POLLINATARIUM,606 W. WINDSOR RD. URBANA
HORTICULTURE FIELD RESEARCH LAB,S. LINCOLN URBANA
WOODY ORNAMENTALS GREENHOUSE,S. LINCOLN URBANA
TURF GRASS RESEARCH BLDG,LINCOLN AVE. URBANA
ANIMAL RESEARCH BARN-PHYSL RES LAB,"301 E. HAZELWOOD, DR. CHAMPAIGN"
ANIMAL GENETICS POLE BARN STORAGE,"301 E. HAZELWOOD, DR. CHAMPAIGN"
AMMUNITION STORAGE - 3 BLDGS,WINDSOR RD. CHAMPAIGN
PHYSIOLOGY RES LAB-GARAGE WEST,301 E. HAZELWOOD DR. CHAMPAIGN
PHYSIOLOGY RES LAB-GARAGE EAST,301 E. HAZELWOOD DR. CHAMPAIGN
ANIMAL SCI SUPR RESIDENCE & GARAGE,E. HAZELWOOD DR. CHAMPAIGN
MOORMAN RES FARM-SOUTH BARN,2201 S. FOURTH ST. EXT. CHAMPAIGN
MOORMAN RES FARM-GATE HOUSE,2201 S. FOURTH ST. EXT. CHAMPAIGN
MOORMAN RES FARM-NC-23,2201 S. FOURTH ST. EXT. CHAMPAIGN
MOORMAN RES FARM-BOAR BARN,2201 S. FOURTH ST. EXT. CHAMPAIGN
MOORMAN RES FARM-SOW BARN,2201 S. FOURTH ST. EXT. CHAMPAIGN
MOORMAN RES FARM-PHYSIOLOGY BARN 2,301 E. HAZELWOOD DR. CHAMPAIGN
MOORMAN RES FARM-PHYSIOLOGY BARN 1,301 E. HAZELWOOD DR. CHAMPAIGN
MOORMAN RES FARM-1A,2201 S. FOURTH ST. EXT. CHAMPAIGN
MOORMAN RES FARM-2A,2201 S. FOURTH ST. EXT. CHAMPAIGN
MOORMAN RES FARM-3A AND 4A,2201 S. FOURTH ST. EXT. CHAMPAIGN
MOORMAN RES FARM-5A,2201 S. FOURTH ST. EXT. CHAMPAIGN
MOORMAN RES FARM-FARROWING HOUSE,2201 S. FOURTH ST. EXT. CHAMPAIGN
MOORMAN RES FARM-1B,2201 S. FOURTH ST. EXT. CHAMPAIGN
MOORMAN RES FARM-2B,2201 S. FOURTH ST. EXT. CHAMPAIGN
MOORMAN RES FARM-3B,2201 S. FOURTH ST. EXT. CHAMPAIGN
MOORMAN RES FARM-4B,2201 S. FOURTH ST. EXT. CHAMPAIGN
MOORMAN RES FARM-5B,2201 S. FOURTH ST. EXT. CHAMPAIGN
MOORMAN RES FARM-OXIDATN DITCH BLDG,2201 S. FOURTH ST. EXT. CHAMPAIGN
IMPORTED SWINE RESEARCH LABORATORY,2201 S. FOURTH ST. EXT. CHAMPAIGN
MOORMAN RES FARM-1C,2201 S. FOURTH ST. EXT. CHAMPAIGN
MOORMAN RES FARM-2C AND 3C,2201 S. FOURTH ST. EXT. CHAMPAIGN
MOORMAN RES FARM-4C,2201 S. FOURTH ST. EXT. CHAMPAIGN
MOORMAN RES FARM-1D,2201 S. FOURTH ST. EXT. CHAMPAIGN
MOORMAN RES FARM-2D,2201 S. FOURTH ST. EXT. CHAMPAIGN
MOORMAN RES FARM-3D,2201 S. FOURTH ST. EXT. CHAMPAIGN
MACHINE SHED-LINCOLN AVE DAIRY,2301 S. LINCOLN URBANA
NEW CALF BARN-LINCOLN AVE DAIRY,2301 S. LINCOLN URBANA
NEW BULL BARN-LINCOLN AVE DAIRY,2301 S. LINCOLN URBANA
MATERNITY BARN-LINCOLN AVE DAIRY,2301 S. LINCOLN URBANA
GOAT BARN-LINCOLN AVE DAIRY,2301 S. LINCOLN URBANA
DAIRY HERDSMAN'S COTTAGE-L AVE DAIRY,2301 S. LINCOLN URBANA
SOUTH BARN AND CALF HOUSE-LAD,2301 S. LINCOLN URBANA
NORTH BARN AND MILK HOUSE-LAD,2301 S. LINCOLN URBANA
LOAFING BARN-DAIRY CAT MECH CTR-LAD,2301 S. LINCOLN URBANA
SHOP AND STORAGE BUILDING-LAD,2301 S. LINCOLN URBANA
'T' LOAFING BARN-LINCOLN AVE DAIRY,2301 S. LINCOLN URBANA
STORAGE SHED-SOUTH WRIGHT EXT-USDA,S. WRIGHT ST. EXT. CHAMPAIGN
AGRONOMY FIELD LABORATORY-USDA,"S. WRIGHT ST. EXT., CHAMPAIGN"
DAIRY HERDSMAN'S OFFICE-LAD,2301 S. LINCOLN URBANA
MILKING PARLOR-LINCOLN AVE DAIRY,2301 S. LINCOLN URBANA
FOOD SCIENCE DRY PROCESSING LAB,E. HAZELWOOD DR. CHAMPAIGN
HORTICULTURE BARN,LINCOLN EXTENDED URBANA
FEED MIXING BARN-LINCOLN AVE DAIRY,"2301 S. LINCOLN, URBANA"
MILKING PARLOR-LINCOLN AVE DAIRY,2301 S. LINCOLN URBANA
DAIRY FREE STALL BARN-LAD,"2301 S. LINCOLN, URBANA"
GARAGE,S. FIRST ST. CHAMPAIGN
TECHNOLOGY COMMERICIALIZATION BLDG,"2004 S. WRIGHT, EXT. URBANA"
GARAGE-SHEEP FARM,E. ST. MARY'S ROAD CHAMPAIGN
INTENSIVE CARE NURSERY,E. HAZELWOOD DR. CHAMPAIGN
SCALE HOUSE-LINCOLN AVE DAIRY,2301 S. LINCOLN URBANA
DAIRY BARN-SOUTH RACE STREET,S. RACE URBANA
CORN CRIB,S. RACE URBANA
IMPLEMENT SHED,S. RACE URBANA
FOREST SCIENCE GARAGE - S RACE ST,S. RACE URBANA
IMPLEMENT SHED-AG ENG-S RACE ST,3603 SOUTH RACE URBANA
AGRICULTURAL ENG STORAGE-S RACE ST,3603 SOUTH RACE URBANA
IMPLEMENT SHED-FOREST SCI-S RACE ST,S. RACE URBANA
MCCULLOUGH FARM HS-VET MED,S. RACE URBANA
DOWNES ANNEX,S. RACE URBANA
GARAGE-VET MED,S. RACE URBANA
SOUTHWEST BARN-VET MED-S RACE ST,S. RACE URBANA
NORTHWEST BARN-VET MED-S RACE ST,"3305 S. RACE, URBANA"
SUPERVISOR'S RESIDENCE-SWINE RES CTR,3502 S. FIRST CHAMPAIGN
VETERINARY RES FARM-FARROWING HOUSE,"S. RACE, URBANA URBANA"
GEOPHYSICAL OBSERVATORY-HSE GREIN FM,1002 W. CURTIS RD. URBANA
VETERINARY RES FARM-HOG BARN,S. RACE URBANA
VETERINARY RES FARM-POULTRY BARN,S. RACE URBANA
VETERINARY RES FARM-CLINICAL RES BAR,S. RACE URBANA
VETERINARY RES FARM-ISOLATION BLDG,S. RACE URBANA
VETERINARY RES FARM-ISOLATION BLDG,S. RACE URBANA
VETERINARY RES FARM-LOCKER ROOM BLDG,S. RACE URBANA
VETERINARY RES FARM-RADIOACTIVE R B,S. RACE URBANA
CORN CRIB,S. RACE URBANA
VETERINARY RES FARM-PATHOLOGICAL INC,S. RACE URBANA
AGRICULTURE ENGINEERING RESEARCH #1,S. LINCOLN EXT. URBANA
STRUCTURES PHYSIOLOGY LABORATORY,3305 S. RACE URBANA
FREE STALL BARN-LINCOLN AVE DAIRY,2301 S. LINCOLN URBANA
VETERINARY RES FARM-HORSE SHELTER,S. RACE URBANA
USDA SOYBEAN LABORATORY,3603 SOUTH RACE URBANA
SERVICE BUILDING - PELL FARM,WINDSOR RD. URBANA
GARAGE - PELL FARM,WINDSOR RD. URBANA
FRUIT BUILDING - PELL FARM,WINDSOR RD. URBANA
APIARY BUILDING - PELL FARM,WINDSOR RD. URBANA
MACHINE STORAGE BUILDING - PELL FARM,WINDSOR RD. URBANA
AGRICULTURE ENGINEERING RESEARCH #2,LINCOLN EXTENDED URBANA
VEGETABLE RESEARCH FARM - GARAGE,LINCOLN EXTENDED URBANA
APICULTURE CAGE HDHS-PELL FR,WINDSOR RD. URBANA
MACHINERY STORAGE BUILDING,3603 SOUTH RACE URBANA
MACHINERY STORAGE BUILDING #2,3603 SOUTH RACE URBANA
GREIN FARM - BARN,W. CURTIS ROAD URBANA
GREIN FARM-CORN CRIB,E. CURTIS RD. URBANA
GREIN FARM - STORAGE SHED 1,W. CURTIS ROAD URBANA
GREIN FARM - STORAGE SHED 2,W. CURTIS ROAD URBANA
GREIN FARM - E E STORAGE SHED,W. CURTIS ROAD URBANA
SOYBEAN DAMAGE LAB - AN ENG FARM,3603 SOUTH RACE URBANA
SOYBEAN RESEARCH - AGRONOMY FARM,1308 W. HAZELWOOD DR. URBANA
POMOLOGY STORAGE BLDG - PELL FARM,WINDSOR RD. URBANA
PHARMACOLOGY & TOXICOLOGY,S. RACE URBANA
POULTRY ISOLATION UNIT - VET RES FAR,"S. RACE, URBANA URBANA"
CONFINEMENT BEEF COW BARN,E. ST. MARY'S RD. CHAMPAIGN
DRY COW FREE - STALL BARN,2301 S. LINCOLN URBANA
HEIFER SHED - LINCOLN AVENUE DAIRY,2301 S. LINCOLN URBANA
SOLIDS SEPARATION UNIT - LAD,2301 S. LINCOLN URBANA
FREE STALL POLE BUILDING - LAD,2301 S. LINCOLN URBANA
SUPERVISOR'S RESIDENCE - BEEF,501 E. ST. MARY'S RD. CHAMPAIGN
CRUSE FARM PUMP STATION,2923 S. FIRST ST. CHAMPAIGN
NEMATOLOGY STORAGE BUILDING,WINDSOR ROAD URBANA
ACID RAIN FIELD BUILDING,S. WRIGHT EXT. CHAMPAIGN
CRUSE FARM STORAGE BUILDING,S. FIRST ST. CHAMPAIGN
VET RES FARM-DOG HOUSING UNIT,S. RACE ST. URBANA
VET RES FARM-SWINE FINISHING BLDG,3305 S. RACE ST. URBANA
VET RES FARM-SWINE FARROWING & NURSY,3305 S. RACE ST. URBANA
VET RES FARM-DOG SMALL RUMINANT BLDG,3305 S. RACE ST. URBANA
VET RES FARM-SWINE GESTATION UNIT,3305 S. RACE ST. URBANA
VET RES FARM-SERVICE BUILDING,3305 S. RACE ST. URBANA
VET RES FARM-CATTLE CONFINEMENT FAC,S. RACE ST. URBANA
VET RES FARM-HAY BARN,S. RACE ST. URBANA
BEEF COW FACILITY,2612 S. FIRST ST. CHAMPAIGN
BEEF COW FACILITY-CATTLE WKG SHLTR,"S. FOURTH ST., EXT. URBANA"
BEEF COW FACILITY-HAY STORAGE,"S. FOURTH ST., EXT. URBANA"
VEGETABLE CROPS SHOP & STOR BLDG,"2921 S. FIRST ST., CHAMPAIGN"
AGRICULTURAL/PPFM WAREHOUSE STOR A,S. WRIGHT EXT. CHAMPAIGN
ENGINEERING WAREHOUSE STOR B,"S. WRIGHT EXT., CHAMPAIGN"
ENGINEERING WAREHOUSE STOR C,1921 S. WRIGHT EXT. CHAMPAIGN
ELECTRICAL ENG STOR BLDG,2121 S. GIRIFFITH DR. CHAMPAIGN
IMPLEMENT STORAGE BLDG-LAD,S. LINCOLN URBANA
HAY STORAGE-DAIRY,S. LINCOLN URBANA
FEED LOADING-LINCOLN AVE DAIRY,2201 S. LINCOLN URBANA
LARGE HEIFER REARING-LAD,2201 S. LINCOLN URBANA
SMALL HEIFER REARING-LAD,2201 S. LINCOLN URBANA
WATER SURVEY WAREHOUSE,2107 S. GRIFFITH DR. CHAMPAIGN
AERONOMY FIELD STATION,1600E AND .7 MILES N OF 1900N URBANA
LASER - RADAR FACILITY,1600E AND .7 MILES N OF 1900N URBANA
SWINE RES CTR-GENERATOR BLDG,S. FIRST ST. CHAMPAIGN
SWINE RES CTR-HEADQUARTERS BLDG,3502 S. FIRST ST. CHAMPAIGN
SWINE RES CTR-FEED CENTER,3502 S. FIRST ST. CHAMPAIGN
SWINE RES CTR-ISOLATION BLDG,3502 S. FIRST ST. CHAMPAIGN
SWINE RES CTR-NURSERY,3502 S. FIRST ST. CHAMPAIGN
SWINE RES CTR-GROWING BLDG #1,3502 S. FIRST ST. CHAMPAIGN
SWINE RES CTR-GROWING BLDG #2,3502 S. FIRST ST. CHAMPAIGN
SWINE RES CTR-FINISHING BLDG #1,3502 S. FIRST ST. CHAMPAIGN
METAL STORAGE BUILDING,192 S. WRIGHT ST. EXT. CHAMPAIGN
ILLINI UNION WAREHOUSE,50 E. HAZELWOOD DR CHAMPAIGN
CORE STORAGE BUILDING,1901 S. OAK ST. CHAMPAIGN
O&M STORAGE BUILDING,W. HAZELWOOD DR. URBANA
AGRICULTURE STORAGE BUILDING,W. HAZELWOOD DR. URBANA
MODULAR INFECTIOUS DIS CONT BLDG #1,RACE STREET URBANA
MODULAR INFECTIOUS DIS CONT BLDG #2,RACE STREET URBANA
COMMODITIES STORAGE BUILDING,NULL URBANA
WILDLIFE BUILDING,W. HAZELWOOD DR. CHAMPAIGN
CRUSE FARM - LARGE BARN,NULL URBANA
CRUSE FARM - MASONRY GARAGE,NULL URBANA
PEST MANAGEMENT LABORATORY,1819 S. OAK ST. CHAMPAIGN
ORCHARD SOUTH APARTMENTS (2112),2112 S. ORCHARD URBANA
ORCHARD SOUTH APARTMENTS (2113),2113 HAZELWOOD URBANA
ORCHARD SOUTH APARTMENTS (2114),2114 S. ORCHARD URBANA
ORCHARD SOUTH APARTMENTS (2116),2116 S. ORCHARD URBANA
ORCHARD SOUTH APARTMENTS (2118),2118 S. ORCHARD URBANA
