Building No.,Building Name,Address,City,ZIP
2020,ALLERTON IMPLEMENT SHED-RAPCC,MONTICELLO,MONTICELLO,61856
2021,ALLERTON GOLD BUDDHAS-RAPCC,MONTICELLO,MONTICELLO,61856
2022,ALLERTON WELLHOUSE-RAPCC,MONTICELLO,MONTICELLO,61856
2023,ALLERTON WATER TANK-RAPCC,MONTICELLO,MONTICELLO,61856
2024,ALLERTON WASTEWATER PLANT-RAPCC,MONTICELLO,MONTICELLO,61856
2025,ALLERTON WASTEWATER LIFT-RAPCC,MONTICELLO,MONTICELLO,61856
2026,ALLERTON DAIRY BARN-RAPCC,MONTICELLO,MONTICELLO,61856
2027,ALLERTON CAMP OFFICE-4H,MONTICELLO,MONTICELLO,61856
2028,ALLERTON TRADING POST-4H,MONTICELLO,MONTICELLO,61856
2029,ALLERTON CRAFT SHOP-4H,MONTICELLO,MONTICELLO,61856
2030,ALLERTON DINING HALL-4H,MONTICELLO,MONTICELLO,61856
2031,ALLERTON SHELTER HOUSE-4H,MONTICELLO,MONTICELLO,61856
2032,ALLERTON SERVICE BUILDING-4H,MONTICELLO,MONTICELLO,61856
2033,ALLERTON WELLHOUSE-4H,MONTICELLO,MONTICELLO,61856
2034,ALLERTON TOILET-4H,MONTICELLO,MONTICELLO,61856
2035,ALLERTON TOILET-4H,MONTICELLO,MONTICELLO,61856
2036,ALLERTON TOILET-4H,MONTICELLO,MONTICELLO,61856
2037,ALLERTON TOILET-4H,MONTICELLO,MONTICELLO,61856
2038,ALLERTON TOILET-4H,MONTICELLO,MONTICELLO,61856
2039,ALLERTON TOILET-4H,MONTICELLO,MONTICELLO,61856
2040,ALLERTON TOILET-4H,MONTICELLO,MONTICELLO,61856
2041,ALLERTON RESIDENCE-4H,MONTICELLO,MONTICELLO,61856
2042,ALLERTON GARAGE-4H,MONTICELLO,MONTICELLO,61856
2043,ALLERTON NATURE CABIN-4H,MONTICELLO,MONTICELLO,61856
2044,ALLERTON SHELTER-4H,MONTICELLO,MONTICELLO,61856
2045,ALLERTON WINTER CABIN-4H,MONTICELLO,MONTICELLO,61856
2046,ALLERTON STAFF CABIN-4H,MONTICELLO,MONTICELLO,61856
2047,ALLERTON BOAT HOUSE-4H,MONTICELLO,MONTICELLO,61856
2048,ALLERTON LAUNDRY-4H,MONTICELLO,MONTICELLO,61856
2049,ALLERTON CABIN-4H,MONTICELLO,MONTICELLO,61856
2050,ALLERTON NURSE'S CABIN-4H,MONTICELLO,MONTICELLO,61856
2051,ALLERTON SLEEPING CABIN-4H,MONTICELLO,MONTICELLO,61856
2052,ALLERTON SLEEPING CABIN-4H,MONTICELLO,MONTICELLO,61856
2053,ALLERTON SLEEPING CABIN-4H,MONTICELLO,MONTICELLO,61856
2054,ALLERTON SLEEPING CABIN-4H,MONTICELLO,MONTICELLO,61856
2055,ALLERTON SLEEPING CABIN-4H,MONTICELLO,MONTICELLO,61856
2056,ALLERTON SLEEPING CABIN-4H,MONTICELLO,MONTICELLO,61856
2057,ALLERTON SLEEPING CABIN-4H,MONTICELLO,MONTICELLO,61856
2058,ALLERTON SLEEPING CABIN-4H,MONTICELLO,MONTICELLO,61856
2059,ALLERTON SLEEPING CABIN-4H,MONTICELLO,MONTICELLO,61856
2060,ALLERTON SLEEPING CABIN-4H,MONTICELLO,MONTICELLO,61856
2061,ALLERTON SLEEPING CABIN-4H,MONTICELLO,MONTICELLO,61856
2062,ALLERTON SLEEPING CABIN-4H,MONTICELLO,MONTICELLO,61856
2063,ALLERTON SLEEPING CABIN-4H,MONTICELLO,MONTICELLO,61856
2064,ALLERTON SLEEPING CABIN-4H,MONTICELLO,MONTICELLO,61856
2065,ALLERTON SLEEPING CABIN-4H,MONTICELLO,MONTICELLO,61856
2066,ALLERTON SLEEPING CABIN-4H,MONTICELLO,MONTICELLO,61856
2067,ALLERTON SLEEPING CABIN-4H,MONTICELLO,MONTICELLO,61856
2068,ALLERTON SLEEPING CABIN-4H,MONTICELLO,MONTICELLO,61856
2069,ALLERTON SLEEPING CABIN-4H,MONTICELLO,MONTICELLO,61856
2070,ALLERTON SLEEPING CABIN-4H,MONTICELLO,MONTICELLO,61856
2071,ALLERTON SLEEPING CABIN-4H,MONTICELLO,MONTICELLO,61856
2072,ALLERTON SLEEPING CABIN-4H,MONTICELLO,MONTICELLO,61856
2073,ALLERTON SLEEPING CABIN-4H,MONTICELLO,MONTICELLO,61856
2074,ALLERTON SLEEPING CABIN-4H,MONTICELLO,MONTICELLO,61856
2075,ALLERTON SLEEPING CABIN-4H,MONTICELLO,MONTICELLO,61856
2076,ALLERTON SLEEPING CABIN-4H,MONTICELLO,MONTICELLO,61856
2077,ALLERTON SLEEPING CABIN-4H,MONTICELLO,MONTICELLO,61856
2078,ALLERTON SLEEPING CABIN-4H,MONTICELLO,MONTICELLO,61856
2079,ALLERTON SLEEPING CABIN-4H,MONTICELLO,MONTICELLO,61856
2080,ALLERTON SLEEPING CABIN-4H,MONTICELLO,MONTICELLO,61856
2081,ALLERTON STORAGE SHED-4H,MONTICELLO,MONTICELLO,61856
2082,ALLERTON SOUTHEAST GARDEN CTG-RAPCC,MONTICELLO,MONTICELLO,61856
2083,ALLERTON WHITE COTTAGE-RAPCC,MONTICELLO,MONTICELLO,61856
2084,ALLERTON STORAGE SHED-RAPCC,MONTICELLO,MONTICELLO,61856
2085,ALLERTON GARAGE-RAPCC,MONTICELLO,MONTICELLO,61856
2086,ALLERTON FARMHOUSE #8-RAPCC,MONTICELLO,MONTICELLO,61856
2087,ALLERTON GARAGE-RAPCC,MONTICELLO,MONTICELLO,61856
2088,ALLERTON SHED-RAPCC,MONTICELLO,MONTICELLO,61856
2089,ALLERTON NORTH GARDEN CTG-RAPCC,MONTICELLO,MONTICELLO,61856
2090,ALLERTON SHED-RAPCC,MONTICELLO,MONTICELLO,61856
2091,ALLERTON GARAGE-RAPCC,MONTICELLO,MONTICELLO,61856
2092,ALLERTON NORTHWEST GARDEN CTG-RAPCC,MONTICELLO,MONTICELLO,61856
2093,ALLERTON NORTHEAST GARDEN CTG-RAPCC,MONTICELLO,MONTICELLO,61856
2094,ALLERTON GARAGE-RAPCC,MONTICELLO,MONTICELLO,61856
2095,ALLERTON SHED-RAPCC,MONTICELLO,MONTICELLO,61856
2096,ALLERTON SHED-RAPCC,MONTICELLO,MONTICELLO,61856
2097,ALLERTON HORSE BARN-RAPCC,MONTICELLO,MONTICELLO,61856
2098,ALLERTON SUMMER KITCHEN-RAPCC,MONTICELLO,MONTICELLO,61856
2099,ALLERTON GARAGE-RAPCC,MONTICELLO,MONTICELLO,61856
 2100-2199,,,,
2101,ALLERTON SLEEPING CABIN 4-H #22,499 OLD TIMBER RD,MONTICELLO,61856
2102,ALLERTON MAINTENANCE SHED,515 OLD TIMBER RD,MONTICELLO,61856
2105,I-CYT,2105-2100 S. OAK ST.,CHAMPAIGN,61820
2106,8450 MONTCLAIR AVENUE,8450 MONTCLAIR AVENUE,BRIGHTON,62012
2107,926 WILLARD DRIVE - SUITE 242,926 WILLARD DRIVE,GREEN BAY,54304
2108,1685 CARELTON WAY,1685 CARELTON WAY,OAK HARBOR,98277
2109,1100 WARRENVILLE ROAD,1100 WARRENVILLE ROAD,NAPERVILLE,60563
2110,RICE BUILDING,"815 W. VAN BUREN ST., SUITE 110",CHICAGO,60607
2111,FLORIDA AVENUE APARTMENTS,1205 E. FLORIDA AVE.,URBANA,61801
2112,600 S. SECOND ST. - SUITE 403,600 S. SECOND ST.,SPRINGFIELD,62701
2113,4550 KENNEDY DRIVE,4550 KENNEDY DRIVE,EAST MOLINE,61244
2114,"1010 JORIE BLVD. - SUITES 200,244,248,250",1010 JORIE BLVD.,OAK BROOK,60523
2115,WILLOW HILL EXECUTIVE CENTER,540-550 FRONTAGE ROAD #3017,NORTHFIELD,60093
2116,146 & 148 E. FERGUSON,146 & 148 E. FERGUSON,WOOD RIVER,62095
2117,LINCOLN TOWER,520 S. SECOND STREET,SPRINGFEILD,62701
2118,SECOND STREET - SUITE 403,SECOND STREET,SPRINGFIELD,62756
2119,"OAK BROOK - SUITES 200, 248, 250",NULL,OAK BROOK,60523
2121,UNIVERSITY PARK DRIVE,UNIVERSITY PARK DRIVE,EDWARDSVILLE,62025
2122,1140 E. JACKSON,1140 E. JACKSON,MACOMB,61455
2123,1206 W. JACKSON,1206 W. JACKSON,MACOMB,61455
2124,16 & 18 E. FERGUSON,16 & 18 E. FERGUSON,WOOD RIVER,62095
2125,CASCADES CENTER,"400 CHATUM ROAD, SUITE 201",SPRINGFIELD,62704
2126,SAN FRANSISCO - SUITE 403,501 SECOND STREET,SAN FRANSISCO,94107
2127,604 E. VANDALIA,604 E. VANDALIA,JACKSONVILLE,62650
2128,6151 MAIN STREET,6151 MAIN STREET,SALISBURY,NULL
2129,6810 FOREST HILLS ROAD,6810 FOREST HILLS ROAD,LOVES PARK,61111
2130,TAYLOR STUDIOS - STUDIO 2,1310B HARMON,RANTOUL,61866
2131,COMPOSTING SITE,S. RACE STREET,URBANA,61801
2132,1204 W. JACKSON,1204 W. JACKSON,MACOMB,61455
 2500-2599,,,,
2502,1430 Huey Road,1430 Huey Road,"Huey, IL",62231
2505,2930 Montvale – Suite B,2930 Montvale – Suite B,"Springfield, IL",62701
2507,COUNTY PLAZA, 102 E. MAIN ST.,URBANA, 61801
 7000-8399,,,,
7400,I SPACE,230 WEST SUPERIOR,CHICAGO,60610
8239,TRAFFIC CONTROL SYSTEM DISTRIBUTION SYSTEM,,,
8244,BROAD BAND DISTRIBUTION SYSTEM,,,
8254,CHEMICAL & LIFE SCIENCES LABORATORY CHILLER PLANT,601 S. GOODWIN,URBANA,61801
8283,OAK STREET CHILLER PLANT,1305 S. OAK STREET,CHAMPAIGN,61820
8287,NATURAL GAS TRANSMISSION PIPELINE,,,
8288,NATURAL GAS DISTRIBUTION SYSTEM,,,
8301,STEAM DISTRIBUTION SYSTEM,,,
8302,CHILL WATER DISTRIBUTION SYSTEM,,,
8303,WATER DISTRIBUTION SYSTEM,,,
8304,SANITARY SEWER DISTRIBUTION SYSTEM,,,
8306,COMPRESSED AIR DISTRIBUTION SYSTEM,,,
8307,STORM WATER DISTRIBUTION SYSTEM,,,
8315,ABBOTT MOAB TRAILER - EAST,1501 S. OAK STREET,CHAMPAIGN,61820
8316,TES PUMP HOUSE,1705 S. OAK ST.,CHAMPAIGN,61820
8317,ABBOTT ELECTROSTATIC PRECIPITATORS BUILDING,1117 S. OAK,CHAMPAIGN,61820
8318,ABBOTT TRACTOR HOUSE,1117 S. OAK,CHAMPAIGN,61820
8319,ABBOTT BLOWER BUILDING,1117 S. OAK,CHAMPAIGN,61820
8320,ABBOTT BLUE TANK BUILDING,1117 S. OAK,CHAMPAIGN,61820
8321,ABBOTT REVERSE OSMOSIS BUILDING,1117 S. OAK,CHAMPAIGN,61820
8322,ABBOTT ASH SILO,1117 S. OAK,CHAMPAIGN,61820
8323,ABBOTT CEM SHACK,1117 S. OAK,CHAMPAIGN,61820
8324,ABBOTT CRUSHER HOUSE,1117 S. OAK,CHAMPAIGN,61820
8325,ABBOTT THAW HOUSE,1117 S. OAK,CHAMPAIGN,61820
8326,ABBOTT FILTER PRESS BUILDING,1117 S. OAK,CHAMPAIGN,61820
8327,ABBOTT MOAB TRAILER - WEST,1501 S. OAK STREET,CHAMPAIGN,61820
8328,AIRPORT AIRFIELD LIGHTING VAULT,18 AIRPORT ROAD,SAVOY,61874
8400,ELECTRICAL DISTRIBUTION SYSTEM,,,
8401,TELECOMMUNICATION DISTRIBUTION SYSTEM,,,
8402,IRRIGATION DISTRIBUTION SYSTEM,,,
8403,LIGHTING DISTRIBUTION SYSTEM,,,
ADMIN,NULL,,,
BUSEY EVANS,BUSEY EVANS RESIDENCE HALLS,,,
CAMPUS,GENERAL CAMPUS LOCATION,,,
FLEET,NULL,,,
FLORIDA AVENUE,FLORIDA AVENUE RESIDENCE HALLS,,,
GOODWIN GREEN,GOODWIN GREEN APARTMENTS,,,
GREGORY DRIVE,GREGORY DRIVE RESIDENCE HALLS,,,
GROUNDS,CAMPUS GROUNDS,,,
ILLINOIS STREET,ILLINOIS STREET RESIDENCE HALLS,,,
LINCOLN AVENUE,LINCOLN AVENUE RESIDENCE HALLS,,,
ORCHARD DOWNS,ORCHARD DOWNS APARTMENTS,,,
OUTDOOR OBJECT,OUTDOOR OBJECTS,,,
PARKING LOTS,CAMPUS PARKING LOTS,,,
PEABODY DRIVE,PEABODY DRIVE RESIDENCE HALLS,,,
PENNSYLVANIA AV,PENNSYLVANIA AVENUE RESIDENCE HALLS,,,
TAFT VAN DOREN,TAFT VAN DOREN RESIDENCE HALLS,,,
TELECOM,TELECOMMUNICATIONS DISTRIBUTION SYSTEM,,,
TRIAD,TRIAD RESIDENCE HALLS,,,
,,,,
,,,,
Source: http://www.fs.illinois.edu/about-us/building-list-by-building-number,,,,
,,,,
FOLLOW FACILITIES & SERVICES,,,,
,,,,
,,,,
,,,,
  ,,,,
,,,,
© University of Illinois Board of Trustees   Site Map    Accessibility    Contact Web Admin,,,,
